"state","year","gdp"
"Oregon",2005,147583
"Pennsylvania",2005,505091
"Rhode Island",2005,45250
"South Carolina",2005,144754
"South Dakota",2005,31552
"Tennessee",2005,228730
"Texas",2005,999641
"Utah",2005,94876
"Vermont",2005,23483
"Virginia",2005,358730
"Washington",2005,296731
"West Virginia",2005,53331
"Wisconsin",2005,226963
"Wyoming",2005,27748
"New England",2005,723206
"United States",2006,13781347
"Alabama",2006,165131
"Alaska",2006,44867
"Arizona",2006,248075
"Arkansas",2006,95727
"California",2006,1868969
"Colorado",2006,233142
"Connecticut",2006,220994
"Delaware",2006,55826
"District of Columbia",2006,88502
"Florida",2006,748021
"Georgia",2006,393920
"Hawaii",2006,61684
"Idaho",2006,51821
"Illinois",2006,623535
"Indiana",2006,258525
"Iowa",2006,128346
"Kansas",2006,113738
"Kentucky",2006,152394
"Louisiana",2006,207944
"Maine",2006,48175
"Maryland",2006,278216
"Massachusetts",2006,359256
"Michigan",2006,397295
"Minnesota",2006,251221
"Mississippi",2006,87302
"Missouri",2006,234124
"Montana",2006,32635
"Nebraska",2006,78581
"Nevada",2006,125387
"New Hampshire",2006,58492
"New Jersey",2006,466524
"New Mexico",2006,77536
"New York",2006,1083194
"North Carolina",2006,386354
"North Dakota",2006,26491
"Ohio",2006,482227
"Oklahoma",2006,136804
"Oregon",2006,163033
"Pennsylvania",2006,529969
"Rhode Island",2006,47659
"South Carolina",2006,152802
"South Dakota",2006,32455
"Tennessee",2006,239425
"Texas",2006,1094064
"Utah",2006,106308
"Vermont",2006,24251
"Virginia",2006,378445
"Washington",2006,315723
"West Virginia",2006,56748
"Wisconsin",2006,236444
"Wyoming",2006,33049
"New England",2006,758826
"United States",2007,14391149
"Alabama",2007,170399
"Alaska",2007,49285
"Arizona",2007,262214
"Arkansas",2007,99210
"California",2007,1951997
"Colorado",2007,245169
"Connecticut",2007,235299
"Delaware",2007,56805
"District of Columbia",2007,93695
"Florida",2007,773682
"Georgia",2007,411730
"Hawaii",2007,64775
"Idaho",2007,55010
"Illinois",2007,648647
"Indiana",2007,271444
"Iowa",2007,137377
"Kansas",2007,122276
"Kentucky",2007,155486
"Louisiana",2007,209676
"Maine",2007,49269
"Maryland",2007,290139
"Massachusetts",2007,377987
"Michigan",2007,402390
"Minnesota",2007,259493
"Mississippi",2007,91919
"Missouri",2007,241909
"Montana",2007,35676
"Nebraska",2007,82918
"Nevada",2007,131137
"New Hampshire",2007,59958
"New Jersey",2007,481936
"New Mexico",2007,80443
"New York",2007,1120861
"North Carolina",2007,395708
"North Dakota",2007,28670
"Ohio",2007,494917
"Oklahoma",2007,144171
"Oregon",2007,170522
"Pennsylvania",2007,553105
"Rhode Island",2007,47948
"South Carolina",2007,160949
"South Dakota",2007,34969
"Tennessee",2007,243405
"Texas",2007,1181302
"Utah",2007,116019
"Vermont",2007,24759
"Virginia",2007,391842
"Washington",2007,343339
"West Virginia",2007,58564
"Wisconsin",2007,243982
"Wyoming",2007,36763
"New England",2007,795221
"United States",2008,14626598
"Alabama",2008,173521
"Alaska",2008,55436
"Arizona",2008,258978
"Arkansas",2008,102100
"California",2008,1993589
"Colorado",2008,255213
"Connecticut",2008,231486
"Delaware",2008,54303
"District of Columbia",2008,98399
"Florida",2008,754278
"Georgia",2008,410778
"Hawaii",2008,66304
"Idaho",2008,55927
"Illinois",2008,645447
"Indiana",2008,275017
"Iowa",2008,136871
"Kansas",2008,126343
"Kentucky",2008,158732
"Louisiana",2008,218351
"Maine",2008,49858
"Maryland",2008,297792
"Massachusetts",2008,384218
"Michigan",2008,386445
"Minnesota",2008,265341
"Mississippi",2008,94805
"Missouri",2008,248838
"Montana",2008,36852
"Nebraska",2008,85574
"Nevada",2008,128899
"New Hampshire",2008,60164
"New Jersey",2008,493733
"New Mexico",2008,86209
"New York",2008,1109994
"North Carolina",2008,412889
"North Dakota",2008,32263
"Ohio",2008,493813
"Oklahoma",2008,155015
"Oregon",2008,180251
"Pennsylvania",2008,566147
"Rhode Island",2008,47447
"South Carolina",2008,162676
"South Dakota",2008,37014
"Tennessee",2008,250558
"Texas",2008,1243756
"Utah",2008,116615
"Vermont",2008,25303
"Virginia",2008,399479
"Washington",2008,352922
"West Virginia",2008,62175
"Wisconsin",2008,245197
"Wyoming",2008,43285
"New England",2008,798476
"United States",2009,14320114
"Alabama",2009,169586
"Alaska",2009,50514
"Arizona",2009,243102
"Arkansas",2009,100098
"California",2009,1913674
"Colorado",2009,250082
"Connecticut",2009,226076
"Delaware",2009,56374
"District of Columbia",2009,98938
"Florida",2009,721928
"Georgia",2009,402728
"Hawaii",2009,64986
"Idaho",2009,53832
"Illinois",2009,639965
"Indiana",2009,263380
"Iowa",2009,136596
"Kansas",2009,122431
"Kentucky",2009,156113
"Louisiana",2009,209507
"Maine",2009,50222
"Maryland",2009,303265
"Massachusetts",2009,382747
"Michigan",2009,366401
"Minnesota",2009,259460
"Mississippi",2009,92182
"Missouri",2009,249574
"Montana",2009,35605
"Nebraska",2009,86694
"Nevada",2009,119482
"New Hampshire",2009,60681
"New Jersey",2009,484185
"New Mexico",2009,82691
"New York",2009,1143925
"North Carolina",2009,408913
"North Dakota",2009,32364
"Ohio",2009,477902
"Oklahoma",2009,143380
"Oregon",2009,181222
"Pennsylvania",2009,567764
"Rhode Island",2009,47800
"South Carolina",2009,161045
"South Dakota",2009,36504
"Tennessee",2009,247321
"Texas",2009,1171474
"Utah",2009,114525
"Vermont",2009,25222
"Virginia",2009,409823
"Washington",2009,351316
"West Virginia",2009,63485
"Wisconsin",2009,245815
"Wyoming",2009,37214
"New England",2009,792748
"United States",2010,14859772
"Alabama",2010,176221
"Alaska",2010,54220
"Arizona",2010,247333
"Arkansas",2010,104929
"California",2010,1960935
"Colorado",2010,258148
"Connecticut",2010,230357
"Delaware",2010,57674
"District of Columbia",2010,104044
"Florida",2010,729761
"Georgia",2010,407999
"Hawaii",2010,67539
"Idaho",2010,55420
"Illinois",2010,653164
"Indiana",2010,283111
"Iowa",2010,141382
"Kansas",2010,128589
"Kentucky",2010,165787
"Louisiana",2010,231372
"Maine",2010,51304
"Maryland",2010,314471
"Massachusetts",2010,399270
"Michigan",2010,387167
"Minnesota",2010,271481
"Mississippi",2010,94954
"Missouri",2010,255631
"Montana",2010,37801
"Nebraska",2010,91498
"Nevada",2010,119771
"New Hampshire",2010,62679
"New Jersey",2010,492990
"New Mexico",2010,86195
"New York",2010,1208079
"North Carolina",2010,417375
"North Dakota",2010,36033
"Ohio",2010,494736
"Oklahoma",2010,151318
"Oregon",2010,191393
"Pennsylvania",2010,588276
"Rhode Island",2010,49329
"South Carolina",2010,165237
"South Dakota",2010,38044
"Tennessee",2010,254343
"Texas",2010,1251494
"Utah",2010,119037
"Vermont",2010,26406
"Virginia",2010,423506
"Washington",2010,362114
"West Virginia",2010,66961
"Wisconsin",2010,253801
"Wyoming",2010,39093
"New England",2010,819346
"United States",2011,15406002
"Alabama",2011,181923
"Alaska",2011,59318
"Arizona",2011,255621
"Arkansas",2011,109378
"California",2011,2031348
"Colorado",2011,266796
"Connecticut",2011,232271
"Delaware",2011,59763
"District of Columbia",2011,108029
"Florida",2011,735244
"Georgia",2011,418917
"Hawaii",2011,69689
"Idaho",2011,57081
"Illinois",2011,679269
"Indiana",2011,291890
"Iowa",2011,149402
"Kansas",2011,137654
"Kentucky",2011,172255
"Louisiana",2011,236958
"Maine",2011,51481
"Maryland",2011,323942
"Massachusetts",2011,413673
"Michigan",2011,401360
"Minnesota",2011,284491
"Mississippi",2011,96840
"Missouri",2011,256996
"Montana",2011,40842
"Nebraska",2011,99050
"Nevada",2011,122744
"New Hampshire",2011,64098
"New Jersey",2011,497571
"New Mexico",2011,89543
"New York",2011,1231936
"North Carolina",2011,428731
"North Dakota",2011,42123
"Ohio",2011,521870
"Oklahoma",2011,165278
"Oregon",2011,200267
"Pennsylvania",2011,607403
"Rhode Island",2011,49931
"South Carolina",2011,171153
"South Dakota",2011,42453
"Tennessee",2011,264958
"Texas",2011,1351048
"Utah",2011,125497
"Vermont",2011,27565
"Virginia",2011,431961
"Washington",2011,372287
"West Virginia",2011,70891
"Wisconsin",2011,263635
"Wyoming",2011,41578
"New England",2011,839018
"United States",2012,16041240
"Alabama",2012,187283
"Alaska",2012,61614
"Arizona",2012,266131
"Arkansas",2012,111541
"California",2012,2121602
"Colorado",2012,277647
"Connecticut",2012,238322
"Delaware",2012,60774
"District of Columbia",2012,109760
"Florida",2012,764646
"Georgia",2012,434978
"Hawaii",2012,72100
"Idaho",2012,58545
"Illinois",2012,712604
"Indiana",2012,299906
"Iowa",2012,159096
"Kansas",2012,141600
"Kentucky",2012,178210
"Louisiana",2012,243308
"Maine",2012,52606
"Maryland",2012,331424
"Massachusetts",2012,432256
"Michigan",2012,417328
"Minnesota",2012,294729
"Mississippi",2012,102083
"Missouri",2012,265178
"Montana",2012,42138
"Nebraska",2012,102163
"Nevada",2012,125205
"New Hampshire",2012,66013
"New Jersey",2012,518423
"New Mexico",2012,90535
"New York",2012,1299814
"North Carolina",2012,439332
"North Dakota",2012,52197
"Ohio",2012,544552
"Oklahoma",2012,173911
"Oregon",2012,196982
"Pennsylvania",2012,626316
"Rhode Island",2012,51492
"South Carolina",2012,175434
"South Dakota",2012,43258
"Tennessee",2012,280843
"Texas",2012,1440819
"Utah",2012,129012
"Vermont",2012,28146
"Virginia",2012,444528
"Washington",2012,390154
"West Virginia",2012,70915
"Wisconsin",2012,273880
"Wyoming",2012,39909
"New England",2012,868835
"United States",2013,16548794
"Alabama",2013,191605
"Alaska",2013,59891
"Arizona",2013,271072
"Arkansas",2013,116651
"California",2013,2215232
"Colorado",2013,288809
"Connecticut",2013,242417
"Delaware",2013,61424
"District of Columbia",2013,111816
"Florida",2013,797344
"Georgia",2013,450934
"Hawaii",2013,74012
"Idaho",2013,61111
"Illinois",2013,720495
"Indiana",2013,310669
"Iowa",2013,163495
"Kansas",2013,142774
"Kentucky",2013,182696
"Louisiana",2013,238308
"Maine",2013,53300
"Maryland",2013,337422
"Massachusetts",2013,438641
"Michigan",2013,431112
"Minnesota",2013,307216
"Mississippi",2013,103270
"Missouri",2013,274540
"Montana",2013,43223
"Nebraska",2013,107188
"Nevada",2013,126935
"New Hampshire",2013,67307
"New Jersey",2013,530091
"New Mexico",2013,91344
"New York",2013,1335063
"North Carolina",2013,454450
"North Dakota",2013,54441
"Ohio",2013,558969
"Oklahoma",2013,182447
"Oregon",2013,197733
"Pennsylvania",2013,645382
"Rhode Island",2013,52809
"South Carolina",2013,180856
"South Dakota",2013,44909
"Tennessee",2013,289266
"Texas",2013,1527158
"Utah",2013,134922
"Vermont",2013,28611
"Virginia",2013,451877
"Washington",2013,402789
"West Virginia",2013,72763
"Wisconsin",2013,281549
"Wyoming",2013,40457
"New England",2013,883083
"United States",2014,17233139
"Alabama",2014,197535
"Alaska",2014,58067
"Arizona",2014,281559
"Arkansas",2014,121065
"California",2014,2324995
"Colorado",2014,305367
"Connecticut",2014,250764
"Delaware",2014,65485
"District of Columbia",2014,116539
"Florida",2014,835578
"Georgia",2014,471879
"Hawaii",2014,76425
"Idaho",2014,63364
"Illinois",2014,742028
"Indiana",2014,324289
"Iowa",2014,170715
"Kansas",2014,146562
"Kentucky",2014,188518
"Louisiana",2014,245791
"Maine",2014,55029
"Maryland",2014,350262
"Massachusetts",2014,456273
"Michigan",2014,447221
"Minnesota",2014,320381
"Mississippi",2014,104938
"Missouri",2014,283280
"Montana",2014,44672
"Nebraska",2014,110663
"Nevada",2014,134052
"New Hampshire",2014,70345
"New Jersey",2014,545374
"New Mexico",2014,94792
"New York",2014,1385776
"North Carolina",2014,474355
"North Dakota",2014,58230
"Ohio",2014,588827
"Oklahoma",2014,190171
"Oregon",2014,203328
"Pennsylvania",2014,672413
"Rhode Island",2014,55098
"South Carolina",2014,189656
"South Dakota",2014,45600
"Tennessee",2014,300016
"Texas",2014,1601977
"Utah",2014,140565
"Vermont",2014,29662
"Virginia",2014,462243
"Washington",2014,422767
"West Virginia",2014,74433
"Wisconsin",2014,293341
"Wyoming",2014,40876
"New England",2014,917171
"United States",2015,17830307
"Alabama",2015,204235
"Alaska",2015,52804
"Arizona",2015,290578
"Arkansas",2015,123207
"California",2015,2458535
"Colorado",2015,314878
"Connecticut",2015,258532
"Delaware",2015,68071
"District of Columbia",2015,122510
"Florida",2015,882798
"Georgia",2015,495727
"Hawaii",2015,79745
"Idaho",2015,65242
"Illinois",2015,775007
"Indiana",2015,336411
"Iowa",2015,174103
"Kansas",2015,147765
"Kentucky",2015,194643
"Louisiana",2015,243317
"Maine",2015,56600
"Maryland",2015,363845
"Massachusetts",2015,476743
"Michigan",2015,466536
"Minnesota",2015,333267
"Mississippi",2015,107100
"Missouri",2015,293378
"Montana",2015,45933
"Nebraska",2015,113998
"Nevada",2015,141282
"New Hampshire",2015,72573
"New Jersey",2015,568155
"New Mexico",2015,92231
"New York",2015,1441003
"North Carolina",2015,499449
"North Dakota",2015,54830
"Ohio",2015,608109
"Oklahoma",2015,180425
"Oregon",2015,215331
"Pennsylvania",2015,689173
"Rhode Island",2015,57049
"South Carolina",2015,198714
"South Dakota",2015,46674
"Tennessee",2015,314191
"Texas",2015,1586468
"Utah",2015,147108
"Vermont",2015,30401
"Virginia",2015,479809
"Washington",2015,443665
"West Virginia",2015,73741
"Wisconsin",2015,305795
"Wyoming",2015,38624
"New England",2015,951898
