"state","period","measure","unempl_rate"
"Connecticut","Apr 2002","seasonally adjusted","3.9"
"Delaware","Apr 2002","seasonally adjusted","4.1"
"District of Columbia","Apr 2002","seasonally adjusted","6.5"
"Florida","Apr 2002","seasonally adjusted","5.8"
"Georgia","Apr 2002","seasonally adjusted","5.1"
"Hawaii","Apr 2002","seasonally adjusted","4.5"
"Idaho","Apr 2002","seasonally adjusted","5.7"
"Illinois","Apr 2002","seasonally adjusted","6.6"
"Indiana","Apr 2002","seasonally adjusted","5.4"
"Iowa","Apr 2002","seasonally adjusted","4"
"Kansas","Apr 2002","seasonally adjusted","5.1"
"Kentucky","Apr 2002","seasonally adjusted","5.6"
"Louisiana","Apr 2002","seasonally adjusted","6.2"
"Maine","Apr 2002","seasonally adjusted","4.3"
"Maryland","Apr 2002","seasonally adjusted","4.5"
"Massachusetts","Apr 2002","seasonally adjusted","5.2"
"Michigan","Apr 2002","seasonally adjusted","6.4"
"Minnesota","Apr 2002","seasonally adjusted","4.7"
"Mississippi","Apr 2002","seasonally adjusted","6.8"
"Missouri","Apr 2002","seasonally adjusted","5.5"
"Montana","Apr 2002","seasonally adjusted","4.5"
"Nebraska","Apr 2002","seasonally adjusted","3.7"
"Nevada","Apr 2002","seasonally adjusted","5.9"
"New Hampshire","Apr 2002","seasonally adjusted","4.5"
"New Jersey","Apr 2002","seasonally adjusted","5.8"
"New Mexico","Apr 2002","seasonally adjusted","5.6"
"New York","Apr 2002","seasonally adjusted","6.3"
"North Carolina","Apr 2002","seasonally adjusted","6.8"
"North Dakota","Apr 2002","seasonally adjusted","3.7"
"Ohio","Apr 2002","seasonally adjusted","5.9"
"Oklahoma","Apr 2002","seasonally adjusted","4.6"
"Oregon","Apr 2002","seasonally adjusted","7.6"
"Pennsylvania","Apr 2002","seasonally adjusted","5.7"
"Rhode Island","Apr 2002","seasonally adjusted","4.9"
"South Carolina","Apr 2002","seasonally adjusted","5.8"
"South Dakota","Apr 2002","seasonally adjusted","3.3"
"Tennessee","Apr 2002","seasonally adjusted","5.5"
"Texas","Apr 2002","seasonally adjusted","6.3"
"Utah","Apr 2002","seasonally adjusted","5.8"
"Vermont","Apr 2002","seasonally adjusted","3.9"
"Virginia","Apr 2002","seasonally adjusted","4.3"
"Washington","Apr 2002","seasonally adjusted","7.5"
"West Virginia","Apr 2002","seasonally adjusted","6"
"Wisconsin","Apr 2002","seasonally adjusted","5.4"
"Wyoming","Apr 2002","seasonally adjusted","4"
"Alabama","Apr 2002","not seasonally adjusted","5.3"
"Alaska","Apr 2002","not seasonally adjusted","7.6"
"Arizona","Apr 2002","not seasonally adjusted","5.9"
"Arkansas","Apr 2002","not seasonally adjusted","5.4"
"California","Apr 2002","not seasonally adjusted","6.6"
"Colorado","Apr 2002","not seasonally adjusted","5.4"
"Connecticut","Apr 2002","not seasonally adjusted","3.8"
"Delaware","Apr 2002","not seasonally adjusted","4.2"
"District of Columbia","Apr 2002","not seasonally adjusted","5.8"
"Florida","Apr 2002","not seasonally adjusted","5.5"
"Georgia","Apr 2002","not seasonally adjusted","4.9"
"Hawaii","Apr 2002","not seasonally adjusted","4.3"
"Idaho","Apr 2002","not seasonally adjusted","6.1"
"Illinois","Apr 2002","not seasonally adjusted","6.5"
"Indiana","Apr 2002","not seasonally adjusted","5.3"
"Iowa","Apr 2002","not seasonally adjusted","4"
"Kansas","Apr 2002","not seasonally adjusted","4.7"
"Kentucky","Apr 2002","not seasonally adjusted","5.4"
"Louisiana","Apr 2002","not seasonally adjusted","5.7"
"Maine","Apr 2002","not seasonally adjusted","4.5"
"Maryland","Apr 2002","not seasonally adjusted","4.4"
"Massachusetts","Apr 2002","not seasonally adjusted","5"
"Michigan","Apr 2002","not seasonally adjusted","6.2"
"Minnesota","Apr 2002","not seasonally adjusted","4.9"
"Mississippi","Apr 2002","not seasonally adjusted","6.3"
"Missouri","Apr 2002","not seasonally adjusted","5.3"
"Montana","Apr 2002","not seasonally adjusted","4.6"
"Nebraska","Apr 2002","not seasonally adjusted","3.6"
"Nevada","Apr 2002","not seasonally adjusted","5.8"
"New Hampshire","Apr 2002","not seasonally adjusted","4.4"
"New Jersey","Apr 2002","not seasonally adjusted","5.7"
"New Mexico","Apr 2002","not seasonally adjusted","5.3"
"New York","Apr 2002","not seasonally adjusted","6.1"
"North Carolina","Apr 2002","not seasonally adjusted","6.8"
"North Dakota","Apr 2002","not seasonally adjusted","4"
"Ohio","Apr 2002","not seasonally adjusted","5.9"
"Oklahoma","Apr 2002","not seasonally adjusted","4.4"
"Oregon","Apr 2002","not seasonally adjusted","7.8"
"Pennsylvania","Apr 2002","not seasonally adjusted","5.4"
"Rhode Island","Apr 2002","not seasonally adjusted","4.7"
"South Carolina","Apr 2002","not seasonally adjusted","5.5"
"South Dakota","Apr 2002","not seasonally adjusted","3.3"
"Tennessee","Apr 2002","not seasonally adjusted","5.2"
"Texas","Apr 2002","not seasonally adjusted","6.2"
"Utah","Apr 2002","not seasonally adjusted","5.7"
"Vermont","Apr 2002","not seasonally adjusted","4.2"
"Virginia","Apr 2002","not seasonally adjusted","4.2"
"Washington","Apr 2002","not seasonally adjusted","7.6"
"West Virginia","Apr 2002","not seasonally adjusted","6.1"
"Wisconsin","Apr 2002","not seasonally adjusted","5.7"
"Wyoming","Apr 2002","not seasonally adjusted","4.2"
"Alabama","May 2002","seasonally adjusted","5.9"
"Alaska","May 2002","seasonally adjusted","7.3"
"Arizona","May 2002","seasonally adjusted","6.2"
"Arkansas","May 2002","seasonally adjusted","5.5"
"California","May 2002","seasonally adjusted","6.7"
"Colorado","May 2002","seasonally adjusted","5.6"
"Connecticut","May 2002","seasonally adjusted","4.1"
"Delaware","May 2002","seasonally adjusted","4.1"
"District of Columbia","May 2002","seasonally adjusted","6.4"
"Florida","May 2002","seasonally adjusted","5.7"
"Georgia","May 2002","seasonally adjusted","5"
"Hawaii","May 2002","seasonally adjusted","4.3"
"Idaho","May 2002","seasonally adjusted","5.6"
"Illinois","May 2002","seasonally adjusted","6.6"
"Indiana","May 2002","seasonally adjusted","5.3"
"Iowa","May 2002","seasonally adjusted","4"
"Kansas","May 2002","seasonally adjusted","5.1"
"Kentucky","May 2002","seasonally adjusted","5.6"
"Louisiana","May 2002","seasonally adjusted","6.2"
"Maine","May 2002","seasonally adjusted","4.3"
"Maryland","May 2002","seasonally adjusted","4.5"
"Massachusetts","May 2002","seasonally adjusted","5.3"
"Michigan","May 2002","seasonally adjusted","6.4"
"Minnesota","May 2002","seasonally adjusted","4.6"
"Mississippi","May 2002","seasonally adjusted","6.7"
"Missouri","May 2002","seasonally adjusted","5.5"
"Montana","May 2002","seasonally adjusted","4.4"
"Nebraska","May 2002","seasonally adjusted","3.7"
"Nevada","May 2002","seasonally adjusted","5.7"
"New Hampshire","May 2002","seasonally adjusted","4.5"
"New Jersey","May 2002","seasonally adjusted","5.8"
"New Mexico","May 2002","seasonally adjusted","5.6"
"New York","May 2002","seasonally adjusted","6.2"
"North Carolina","May 2002","seasonally adjusted","6.8"
"North Dakota","May 2002","seasonally adjusted","3.8"
"Ohio","May 2002","seasonally adjusted","5.9"
"Oklahoma","May 2002","seasonally adjusted","4.6"
"Oregon","May 2002","seasonally adjusted","7.5"
"Pennsylvania","May 2002","seasonally adjusted","5.6"
"Rhode Island","May 2002","seasonally adjusted","4.9"
"South Carolina","May 2002","seasonally adjusted","5.8"
"South Dakota","May 2002","seasonally adjusted","3.2"
"Tennessee","May 2002","seasonally adjusted","5.3"
"Texas","May 2002","seasonally adjusted","6.4"
"Utah","May 2002","seasonally adjusted","5.9"
"Vermont","May 2002","seasonally adjusted","3.9"
"Virginia","May 2002","seasonally adjusted","4.3"
"Washington","May 2002","seasonally adjusted","7.5"
"West Virginia","May 2002","seasonally adjusted","6"
"Wisconsin","May 2002","seasonally adjusted","5.4"
"Wyoming","May 2002","seasonally adjusted","4"
"Alabama","May 2002","not seasonally adjusted","5.2"
"Alaska","May 2002","not seasonally adjusted","7.2"
"Arizona","May 2002","not seasonally adjusted","5.9"
"Arkansas","May 2002","not seasonally adjusted","5.5"
"California","May 2002","not seasonally adjusted","6.2"
"Colorado","May 2002","not seasonally adjusted","5.2"
"Connecticut","May 2002","not seasonally adjusted","4.1"
"Delaware","May 2002","not seasonally adjusted","3.8"
"District of Columbia","May 2002","not seasonally adjusted","6.1"
"Florida","May 2002","not seasonally adjusted","5.4"
"Georgia","May 2002","not seasonally adjusted","4.8"
"Hawaii","May 2002","not seasonally adjusted","4.2"
"Idaho","May 2002","not seasonally adjusted","5"
"Illinois","May 2002","not seasonally adjusted","6.3"
"Indiana","May 2002","not seasonally adjusted","5"
"Iowa","May 2002","not seasonally adjusted","3.5"
"Kansas","May 2002","not seasonally adjusted","4.7"
"Kentucky","May 2002","not seasonally adjusted","5.5"
"Louisiana","May 2002","not seasonally adjusted","5.9"
"Maine","May 2002","not seasonally adjusted","4.2"
"Maryland","May 2002","not seasonally adjusted","4.3"
"Massachusetts","May 2002","not seasonally adjusted","5"
"Michigan","May 2002","not seasonally adjusted","6.1"
"Minnesota","May 2002","not seasonally adjusted","4.1"
"Mississippi","May 2002","not seasonally adjusted","6.5"
"Missouri","May 2002","not seasonally adjusted","5.1"
"Montana","May 2002","not seasonally adjusted","3.9"
"Nebraska","May 2002","not seasonally adjusted","3.5"
"Nevada","May 2002","not seasonally adjusted","5.4"
"New Hampshire","May 2002","not seasonally adjusted","4.3"
"New Jersey","May 2002","not seasonally adjusted","5.6"
"New Mexico","May 2002","not seasonally adjusted","5.4"
"New York","May 2002","not seasonally adjusted","5.9"
"North Carolina","May 2002","not seasonally adjusted","6.6"
"North Dakota","May 2002","not seasonally adjusted","3.4"
"Ohio","May 2002","not seasonally adjusted","5.5"
"Oklahoma","May 2002","not seasonally adjusted","4.6"
"Oregon","May 2002","not seasonally adjusted","7"
"Pennsylvania","May 2002","not seasonally adjusted","5.5"
"Rhode Island","May 2002","not seasonally adjusted","4.7"
"South Carolina","May 2002","not seasonally adjusted","5.4"
"South Dakota","May 2002","not seasonally adjusted","2.9"
"Tennessee","May 2002","not seasonally adjusted","4.5"
"Texas","May 2002","not seasonally adjusted","6.1"
"Utah","May 2002","not seasonally adjusted","5.7"
"Vermont","May 2002","not seasonally adjusted","3.6"
"Virginia","May 2002","not seasonally adjusted","4.2"
"Washington","May 2002","not seasonally adjusted","7.3"
"West Virginia","May 2002","not seasonally adjusted","6"
"Wisconsin","May 2002","not seasonally adjusted","5"
"Wyoming","May 2002","not seasonally adjusted","3.8"
"Alabama","Jun 2002","seasonally adjusted","5.9"
"Alaska","Jun 2002","seasonally adjusted","7.4"
"Arizona","Jun 2002","seasonally adjusted","6.2"
"Arkansas","Jun 2002","seasonally adjusted","5.5"
"California","Jun 2002","seasonally adjusted","6.7"
"Colorado","Jun 2002","seasonally adjusted","5.6"
"Connecticut","Jun 2002","seasonally adjusted","4.3"
"Delaware","Jun 2002","seasonally adjusted","4.1"
"District of Columbia","Jun 2002","seasonally adjusted","6.3"
"Florida","Jun 2002","seasonally adjusted","5.6"
"Georgia","Jun 2002","seasonally adjusted","5"
"Hawaii","Jun 2002","seasonally adjusted","4.2"
"Idaho","Jun 2002","seasonally adjusted","5.5"
"Illinois","Jun 2002","seasonally adjusted","6.6"
"Indiana","Jun 2002","seasonally adjusted","5.2"
"Iowa","Jun 2002","seasonally adjusted","4"
"Kansas","Jun 2002","seasonally adjusted","5.1"
"Kentucky","Jun 2002","seasonally adjusted","5.6"
"Louisiana","Jun 2002","seasonally adjusted","6.2"
"Maine","Jun 2002","seasonally adjusted","4.3"
"Maryland","Jun 2002","seasonally adjusted","4.4"
"Massachusetts","Jun 2002","seasonally adjusted","5.3"
"Michigan","Jun 2002","seasonally adjusted","6.3"
"Minnesota","Jun 2002","seasonally adjusted","4.5"
"Mississippi","Jun 2002","seasonally adjusted","6.6"
"Missouri","Jun 2002","seasonally adjusted","5.5"
"Montana","Jun 2002","seasonally adjusted","4.4"
"Nebraska","Jun 2002","seasonally adjusted","3.7"
"Nevada","Jun 2002","seasonally adjusted","5.6"
"New Hampshire","Jun 2002","seasonally adjusted","4.5"
"New Jersey","Jun 2002","seasonally adjusted","5.8"
"New Mexico","Jun 2002","seasonally adjusted","5.6"
"New York","Jun 2002","seasonally adjusted","6.1"
"North Carolina","Jun 2002","seasonally adjusted","6.6"
"North Dakota","Jun 2002","seasonally adjusted","3.8"
"Ohio","Jun 2002","seasonally adjusted","5.8"
"Oklahoma","Jun 2002","seasonally adjusted","4.5"
"Oregon","Jun 2002","seasonally adjusted","7.3"
"Pennsylvania","Jun 2002","seasonally adjusted","5.6"
"Rhode Island","Jun 2002","seasonally adjusted","5"
"South Carolina","Jun 2002","seasonally adjusted","5.7"
"South Dakota","Jun 2002","seasonally adjusted","3.1"
"Tennessee","Jun 2002","seasonally adjusted","5.1"
"Texas","Jun 2002","seasonally adjusted","6.4"
"Utah","Jun 2002","seasonally adjusted","5.9"
"Vermont","Jun 2002","seasonally adjusted","4"
"Virginia","Jun 2002","seasonally adjusted","4.2"
"Washington","Jun 2002","seasonally adjusted","7.4"
"West Virginia","Jun 2002","seasonally adjusted","6"
"Wisconsin","Jun 2002","seasonally adjusted","5.3"
"Wyoming","Jun 2002","seasonally adjusted","4"
"Alabama","Jun 2002","not seasonally adjusted","6.3"
"Alaska","Jun 2002","not seasonally adjusted","7.4"
"Arizona","Jun 2002","not seasonally adjusted","6.5"
"Arkansas","Jun 2002","not seasonally adjusted","5.8"
"California","Jun 2002","not seasonally adjusted","6.7"
"Colorado","Jun 2002","not seasonally adjusted","5.8"
"Connecticut","Jun 2002","not seasonally adjusted","4.4"
"Delaware","Jun 2002","not seasonally adjusted","4.4"
"District of Columbia","Jun 2002","not seasonally adjusted","6.7"
"Florida","Jun 2002","not seasonally adjusted","5.9"
"Georgia","Jun 2002","not seasonally adjusted","5.4"
"Hawaii","Jun 2002","not seasonally adjusted","4.7"
"Idaho","Jun 2002","not seasonally adjusted","5"
"Illinois","Jun 2002","not seasonally adjusted","7"
"Indiana","Jun 2002","not seasonally adjusted","5.4"
"Iowa","Jun 2002","not seasonally adjusted","4"
"Kansas","Jun 2002","not seasonally adjusted","5.2"
"Kentucky","Jun 2002","not seasonally adjusted","5.8"
"Louisiana","Jun 2002","not seasonally adjusted","7.1"
"Maine","Jun 2002","not seasonally adjusted","4.2"
"Maryland","Jun 2002","not seasonally adjusted","4.7"
"Massachusetts","Jun 2002","not seasonally adjusted","5.5"
"Michigan","Jun 2002","not seasonally adjusted","6.7"
"Minnesota","Jun 2002","not seasonally adjusted","4.7"
"Mississippi","Jun 2002","not seasonally adjusted","7.2"
"Missouri","Jun 2002","not seasonally adjusted","5.8"
"Montana","Jun 2002","not seasonally adjusted","4.4"
"Nebraska","Jun 2002","not seasonally adjusted","4"
"Nevada","Jun 2002","not seasonally adjusted","5.7"
"New Hampshire","Jun 2002","not seasonally adjusted","4.5"
"New Jersey","Jun 2002","not seasonally adjusted","5.9"
"New Mexico","Jun 2002","not seasonally adjusted","6.4"
"New York","Jun 2002","not seasonally adjusted","6"
"North Carolina","Jun 2002","not seasonally adjusted","6.9"
"North Dakota","Jun 2002","not seasonally adjusted","4.1"
"Ohio","Jun 2002","not seasonally adjusted","6"
"Oklahoma","Jun 2002","not seasonally adjusted","4.8"
"Oregon","Jun 2002","not seasonally adjusted","7.3"
"Pennsylvania","Jun 2002","not seasonally adjusted","5.8"
"Rhode Island","Jun 2002","not seasonally adjusted","4.8"
"South Carolina","Jun 2002","not seasonally adjusted","6.1"
"South Dakota","Jun 2002","not seasonally adjusted","2.9"
"Tennessee","Jun 2002","not seasonally adjusted","5.2"
"Texas","Jun 2002","not seasonally adjusted","6.9"
"Utah","Jun 2002","not seasonally adjusted","6.2"
"Vermont","Jun 2002","not seasonally adjusted","3.9"
"Virginia","Jun 2002","not seasonally adjusted","4.4"
"Washington","Jun 2002","not seasonally adjusted","7.3"
"West Virginia","Jun 2002","not seasonally adjusted","6.2"
"Wisconsin","Jun 2002","not seasonally adjusted","5.6"
"Wyoming","Jun 2002","not seasonally adjusted","3.9"
"Alabama","Jul 2002","seasonally adjusted","5.9"
"Alaska","Jul 2002","seasonally adjusted","7.4"
"Arizona","Jul 2002","seasonally adjusted","6.2"
"Arkansas","Jul 2002","seasonally adjusted","5.4"
"California","Jul 2002","seasonally adjusted","6.7"
"Colorado","Jul 2002","seasonally adjusted","5.5"
"Connecticut","Jul 2002","seasonally adjusted","4.4"
"Delaware","Jul 2002","seasonally adjusted","4"
"District of Columbia","Jul 2002","seasonally adjusted","6.3"
"Florida","Jul 2002","seasonally adjusted","5.6"
"Georgia","Jul 2002","seasonally adjusted","4.9"
"Hawaii","Jul 2002","seasonally adjusted","4.1"
"Idaho","Jul 2002","seasonally adjusted","5.4"
"Illinois","Jul 2002","seasonally adjusted","6.6"
"Indiana","Jul 2002","seasonally adjusted","5.1"
"Iowa","Jul 2002","seasonally adjusted","4"
"Kansas","Jul 2002","seasonally adjusted","5.1"
"Kentucky","Jul 2002","seasonally adjusted","5.6"
"Louisiana","Jul 2002","seasonally adjusted","6.1"
"Maine","Jul 2002","seasonally adjusted","4.3"
"Maryland","Jul 2002","seasonally adjusted","4.4"
"Massachusetts","Jul 2002","seasonally adjusted","5.4"
"Michigan","Jul 2002","seasonally adjusted","6.2"
"Minnesota","Jul 2002","seasonally adjusted","4.5"
"Mississippi","Jul 2002","seasonally adjusted","6.5"
"Missouri","Jul 2002","seasonally adjusted","5.4"
"Montana","Jul 2002","seasonally adjusted","4.3"
"Nebraska","Jul 2002","seasonally adjusted","3.6"
"Nevada","Jul 2002","seasonally adjusted","5.5"
"New Hampshire","Jul 2002","seasonally adjusted","4.5"
"New Jersey","Jul 2002","seasonally adjusted","5.8"
"New Mexico","Jul 2002","seasonally adjusted","5.6"
"New York","Jul 2002","seasonally adjusted","6.1"
"North Carolina","Jul 2002","seasonally adjusted","6.5"
"North Dakota","Jul 2002","seasonally adjusted","3.8"
"Ohio","Jul 2002","seasonally adjusted","5.7"
"Oklahoma","Jul 2002","seasonally adjusted","4.5"
"Oregon","Jul 2002","seasonally adjusted","7.2"
"Pennsylvania","Jul 2002","seasonally adjusted","5.6"
"Rhode Island","Jul 2002","seasonally adjusted","5"
"South Carolina","Jul 2002","seasonally adjusted","5.7"
"South Dakota","Jul 2002","seasonally adjusted","3"
"Tennessee","Jul 2002","seasonally adjusted","4.9"
"Texas","Jul 2002","seasonally adjusted","6.4"
"Utah","Jul 2002","seasonally adjusted","5.9"
"Vermont","Jul 2002","seasonally adjusted","4"
"Virginia","Jul 2002","seasonally adjusted","4.2"
"Washington","Jul 2002","seasonally adjusted","7.4"
"West Virginia","Jul 2002","seasonally adjusted","6"
"Wisconsin","Jul 2002","seasonally adjusted","5.3"
"Wyoming","Jul 2002","seasonally adjusted","4"
"Alabama","Jul 2002","not seasonally adjusted","6.2"
"Alaska","Jul 2002","not seasonally adjusted","6.6"
"Arizona","Jul 2002","not seasonally adjusted","6.5"
"Arkansas","Jul 2002","not seasonally adjusted","5.8"
"California","Jul 2002","not seasonally adjusted","6.9"
"Colorado","Jul 2002","not seasonally adjusted","5.5"
"Connecticut","Jul 2002","not seasonally adjusted","4.7"
"Delaware","Jul 2002","not seasonally adjusted","4.1"
"District of Columbia","Jul 2002","not seasonally adjusted","6.6"
"Florida","Jul 2002","not seasonally adjusted","6"
"Georgia","Jul 2002","not seasonally adjusted","5.2"
"Hawaii","Jul 2002","not seasonally adjusted","4.2"
"Idaho","Jul 2002","not seasonally adjusted","4.9"
"Illinois","Jul 2002","not seasonally adjusted","6.9"
"Indiana","Jul 2002","not seasonally adjusted","5.2"
"Iowa","Jul 2002","not seasonally adjusted","3.7"
"Kansas","Jul 2002","not seasonally adjusted","5.5"
"Kentucky","Jul 2002","not seasonally adjusted","5.6"
"Louisiana","Jul 2002","not seasonally adjusted","6.4"
"Maine","Jul 2002","not seasonally adjusted","4.1"
"Maryland","Jul 2002","not seasonally adjusted","4.5"
"Massachusetts","Jul 2002","not seasonally adjusted","5.5"
"Michigan","Jul 2002","not seasonally adjusted","7"
"Minnesota","Jul 2002","not seasonally adjusted","4.4"
"Mississippi","Jul 2002","not seasonally adjusted","6.8"
"Missouri","Jul 2002","not seasonally adjusted","5.7"
"Montana","Jul 2002","not seasonally adjusted","3.8"
"Nebraska","Jul 2002","not seasonally adjusted","3.8"
"Nevada","Jul 2002","not seasonally adjusted","5.7"
"New Hampshire","Jul 2002","not seasonally adjusted","4.3"
"New Jersey","Jul 2002","not seasonally adjusted","6.1"
"New Mexico","Jul 2002","not seasonally adjusted","6.1"
"New York","Jul 2002","not seasonally adjusted","6.1"
"North Carolina","Jul 2002","not seasonally adjusted","6.8"
"North Dakota","Jul 2002","not seasonally adjusted","3.5"
"Ohio","Jul 2002","not seasonally adjusted","6"
"Oklahoma","Jul 2002","not seasonally adjusted","4.5"
"Oregon","Jul 2002","not seasonally adjusted","7.2"
"Pennsylvania","Jul 2002","not seasonally adjusted","5.7"
"Rhode Island","Jul 2002","not seasonally adjusted","5.2"
"South Carolina","Jul 2002","not seasonally adjusted","5.7"
"South Dakota","Jul 2002","not seasonally adjusted","2.8"
"Tennessee","Jul 2002","not seasonally adjusted","5.1"
"Texas","Jul 2002","not seasonally adjusted","6.7"
"Utah","Jul 2002","not seasonally adjusted","6.1"
"Vermont","Jul 2002","not seasonally adjusted","3.8"
"Virginia","Jul 2002","not seasonally adjusted","4.3"
"Washington","Jul 2002","not seasonally adjusted","7.1"
"West Virginia","Jul 2002","not seasonally adjusted","5.8"
"Wisconsin","Jul 2002","not seasonally adjusted","5.3"
"Wyoming","Jul 2002","not seasonally adjusted","3.5"
"Alabama","Aug 2002","seasonally adjusted","5.8"
"Alaska","Aug 2002","seasonally adjusted","7.5"
"Arizona","Aug 2002","seasonally adjusted","6.2"
"Arkansas","Aug 2002","seasonally adjusted","5.4"
"California","Aug 2002","seasonally adjusted","6.7"
"Colorado","Aug 2002","seasonally adjusted","5.6"
"Connecticut","Aug 2002","seasonally adjusted","4.6"
"Delaware","Aug 2002","seasonally adjusted","4"
"District of Columbia","Aug 2002","seasonally adjusted","6.2"
"Florida","Aug 2002","seasonally adjusted","5.5"
"Georgia","Aug 2002","seasonally adjusted","4.9"
"Hawaii","Aug 2002","seasonally adjusted","4"
"Idaho","Aug 2002","seasonally adjusted","5.4"
"Illinois","Aug 2002","seasonally adjusted","6.6"
"Indiana","Aug 2002","seasonally adjusted","5.1"
"Iowa","Aug 2002","seasonally adjusted","4"
"Kansas","Aug 2002","seasonally adjusted","5.1"
"Kentucky","Aug 2002","seasonally adjusted","5.6"
"Louisiana","Aug 2002","seasonally adjusted","6.1"
"Maine","Aug 2002","seasonally adjusted","4.4"
"Maryland","Aug 2002","seasonally adjusted","4.3"
"Massachusetts","Aug 2002","seasonally adjusted","5.4"
"Michigan","Aug 2002","seasonally adjusted","6.1"
"Minnesota","Aug 2002","seasonally adjusted","4.4"
"Mississippi","Aug 2002","seasonally adjusted","6.5"
"Missouri","Aug 2002","seasonally adjusted","5.4"
"Montana","Aug 2002","seasonally adjusted","4.3"
"Nebraska","Aug 2002","seasonally adjusted","3.6"
"Nevada","Aug 2002","seasonally adjusted","5.5"
"New Hampshire","Aug 2002","seasonally adjusted","4.5"
"New Jersey","Aug 2002","seasonally adjusted","5.8"
"New Mexico","Aug 2002","seasonally adjusted","5.6"
"New York","Aug 2002","seasonally adjusted","6"
"North Carolina","Aug 2002","seasonally adjusted","6.5"
"North Dakota","Aug 2002","seasonally adjusted","3.8"
"Ohio","Aug 2002","seasonally adjusted","5.7"
"Oklahoma","Aug 2002","seasonally adjusted","4.6"
"Oregon","Aug 2002","seasonally adjusted","7.2"
"Pennsylvania","Aug 2002","seasonally adjusted","5.5"
"Rhode Island","Aug 2002","seasonally adjusted","5"
"South Carolina","Aug 2002","seasonally adjusted","5.6"
"South Dakota","Aug 2002","seasonally adjusted","3"
"Tennessee","Aug 2002","seasonally adjusted","4.8"
"Texas","Aug 2002","seasonally adjusted","6.4"
"Utah","Aug 2002","seasonally adjusted","5.9"
"Vermont","Aug 2002","seasonally adjusted","4"
"Virginia","Aug 2002","seasonally adjusted","4.2"
"Washington","Aug 2002","seasonally adjusted","7.3"
"West Virginia","Aug 2002","seasonally adjusted","6"
"Wisconsin","Aug 2002","seasonally adjusted","5.3"
"Wyoming","Aug 2002","seasonally adjusted","4"
"Alabama","Aug 2002","not seasonally adjusted","6.2"
"Alaska","Aug 2002","not seasonally adjusted","6.3"
"Arizona","Aug 2002","not seasonally adjusted","6.7"
"Arkansas","Aug 2002","not seasonally adjusted","5.2"
"California","Aug 2002","not seasonally adjusted","6.7"
"Colorado","Aug 2002","not seasonally adjusted","5.4"
"Connecticut","Aug 2002","not seasonally adjusted","4.7"
"Delaware","Aug 2002","not seasonally adjusted","4"
"District of Columbia","Aug 2002","not seasonally adjusted","6.3"
"Florida","Aug 2002","not seasonally adjusted","5.9"
"Georgia","Aug 2002","not seasonally adjusted","5.1"
"Hawaii","Aug 2002","not seasonally adjusted","3.9"
"Idaho","Aug 2002","not seasonally adjusted","4.9"
"Illinois","Aug 2002","not seasonally adjusted","6.5"
"Indiana","Aug 2002","not seasonally adjusted","5"
"Iowa","Aug 2002","not seasonally adjusted","3.8"
"Kansas","Aug 2002","not seasonally adjusted","5.2"
"Kentucky","Aug 2002","not seasonally adjusted","5.4"
"Louisiana","Aug 2002","not seasonally adjusted","6.4"
"Maine","Aug 2002","not seasonally adjusted","3.6"
"Maryland","Aug 2002","not seasonally adjusted","4.4"
"Massachusetts","Aug 2002","not seasonally adjusted","5.3"
"Michigan","Aug 2002","not seasonally adjusted","5.8"
"Minnesota","Aug 2002","not seasonally adjusted","4"
"Mississippi","Aug 2002","not seasonally adjusted","6.2"
"Missouri","Aug 2002","not seasonally adjusted","5.4"
"Montana","Aug 2002","not seasonally adjusted","3.7"
"Nebraska","Aug 2002","not seasonally adjusted","3.4"
"Nevada","Aug 2002","not seasonally adjusted","5.3"
"New Hampshire","Aug 2002","not seasonally adjusted","4.4"
"New Jersey","Aug 2002","not seasonally adjusted","5.6"
"New Mexico","Aug 2002","not seasonally adjusted","5.6"
"New York","Aug 2002","not seasonally adjusted","5.8"
"North Carolina","Aug 2002","not seasonally adjusted","6.4"
"North Dakota","Aug 2002","not seasonally adjusted","3.4"
"Ohio","Aug 2002","not seasonally adjusted","5.4"
"Oklahoma","Aug 2002","not seasonally adjusted","4.4"
"Oregon","Aug 2002","not seasonally adjusted","7"
"Pennsylvania","Aug 2002","not seasonally adjusted","5.4"
"Rhode Island","Aug 2002","not seasonally adjusted","5.1"
"South Carolina","Aug 2002","not seasonally adjusted","5.9"
"South Dakota","Aug 2002","not seasonally adjusted","2.9"
"Tennessee","Aug 2002","not seasonally adjusted","4.8"
"Texas","Aug 2002","not seasonally adjusted","6.5"
"Utah","Aug 2002","not seasonally adjusted","6.1"
"Vermont","Aug 2002","not seasonally adjusted","3.8"
"Virginia","Aug 2002","not seasonally adjusted","4.3"
"Washington","Aug 2002","not seasonally adjusted","7.1"
"West Virginia","Aug 2002","not seasonally adjusted","5.7"
"Wisconsin","Aug 2002","not seasonally adjusted","5"
"Wyoming","Aug 2002","not seasonally adjusted","3.4"
"Alabama","Sep 2002","seasonally adjusted","5.8"
"Alaska","Sep 2002","seasonally adjusted","7.5"
"Arizona","Sep 2002","seasonally adjusted","6.2"
"Arkansas","Sep 2002","seasonally adjusted","5.4"
"California","Sep 2002","seasonally adjusted","6.7"
"Colorado","Sep 2002","seasonally adjusted","5.6"
"Connecticut","Sep 2002","seasonally adjusted","4.8"
"Delaware","Sep 2002","seasonally adjusted","3.9"
