"name","state","party","period","year"
"Kassebaum, Nancy Jo Landon","KS","R",1979.4,1979
"Kassebaum, Nancy Jo Landon","KS","R",1980.1,1980
"Kassebaum, Nancy Jo Landon","KS","R",1980.2,1980
"Kassebaum, Nancy Jo Landon","KS","R",1980.3,1980
"Kassebaum, Nancy Jo Landon","KS","R",1980.4,1980
"Kassebaum, Nancy Jo Landon","KS","R",1981.1,1981
"Kassebaum, Nancy Jo Landon","KS","R",1981.2,1981
"Kassebaum, Nancy Jo Landon","KS","R",1981.3,1981
"Kassebaum, Nancy Jo Landon","KS","R",1981.4,1981
"Kassebaum, Nancy Jo Landon","KS","R",1982.1,1982
"Kassebaum, Nancy Jo Landon","KS","R",1982.2,1982
"Kassebaum, Nancy Jo Landon","KS","R",1982.3,1982
"Kassebaum, Nancy Jo Landon","KS","R",1982.4,1982
"Kassebaum, Nancy Jo Landon","KS","R",1983.1,1983
"Kassebaum, Nancy Jo Landon","KS","R",1983.2,1983
"Kassebaum, Nancy Jo Landon","KS","R",1983.3,1983
"Kassebaum, Nancy Jo Landon","KS","R",1983.4,1983
"Kassebaum, Nancy Jo Landon","KS","R",1984.1,1984
"Kassebaum, Nancy Jo Landon","KS","R",1984.2,1984
"Kassebaum, Nancy Jo Landon","KS","R",1984.3,1984
"Kassebaum, Nancy Jo Landon","KS","R",1984.4,1984
"Kassebaum, Nancy Jo Landon","KS","R",1985.1,1985
"Kassebaum, Nancy Jo Landon","KS","R",1985.2,1985
"Kassebaum, Nancy Jo Landon","KS","R",1985.3,1985
"Kassebaum, Nancy Jo Landon","KS","R",1985.4,1985
"Kassebaum, Nancy Jo Landon","KS","R",1986.1,1986
"Kassebaum, Nancy Jo Landon","KS","R",1986.2,1986
"Kassebaum, Nancy Jo Landon","KS","R",1986.3,1986
"Kassebaum, Nancy Jo Landon","KS","R",1986.4,1986
"Kassebaum, Nancy Jo Landon","KS","R",1987.1,1987
"Kassebaum, Nancy Jo Landon","KS","R",1987.2,1987
"Kassebaum, Nancy Jo Landon","KS","R",1987.3,1987
"Kassebaum, Nancy Jo Landon","KS","R",1987.4,1987
"Kassebaum, Nancy Jo Landon","KS","R",1988.1,1988
"Kassebaum, Nancy Jo Landon","KS","R",1988.2,1988
"Kassebaum, Nancy Jo Landon","KS","R",1988.3,1988
"Kassebaum, Nancy Jo Landon","KS","R",1988.4,1988
"Kassebaum, Nancy Jo Landon","KS","R",1989.1,1989
"Kassebaum, Nancy Jo Landon","KS","R",1989.2,1989
"Kassebaum, Nancy Jo Landon","KS","R",1989.3,1989
"Kassebaum, Nancy Jo Landon","KS","R",1989.4,1989
"Kassebaum, Nancy Jo Landon","KS","R",1990.1,1990
"Kassebaum, Nancy Jo Landon","KS","R",1990.2,1990
"Kassebaum, Nancy Jo Landon","KS","R",1990.3,1990
"Kassebaum, Nancy Jo Landon","KS","R",1990.4,1990
"Kassebaum, Nancy Jo Landon","KS","R",1991.1,1991
"Kassebaum, Nancy Jo Landon","KS","R",1991.2,1991
"Kassebaum, Nancy Jo Landon","KS","R",1991.3,1991
"Kassebaum, Nancy Jo Landon","KS","R",1991.4,1991
"Kassebaum, Nancy Jo Landon","KS","R",1992.1,1992
"Kassebaum, Nancy Jo Landon","KS","R",1992.2,1992
"Kassebaum, Nancy Jo Landon","KS","R",1992.3,1992
"Kassebaum, Nancy Jo Landon","KS","R",1992.4,1992
"Kassebaum, Nancy Jo Landon","KS","R",1993.1,1993
"Kassebaum, Nancy Jo Landon","KS","R",1993.2,1993
"Kassebaum, Nancy Jo Landon","KS","R",1993.3,1993
"Kassebaum, Nancy Jo Landon","KS","R",1993.4,1993
"Kassebaum, Nancy Jo Landon","KS","R",1994.1,1994
"Kassebaum, Nancy Jo Landon","KS","R",1994.2,1994
"Kassebaum, Nancy Jo Landon","KS","R",1994.3,1994
"Kassebaum, Nancy Jo Landon","KS","R",1994.4,1994
"Kassebaum, Nancy Jo Landon","KS","R",1995.1,1995
"Kassebaum, Nancy Jo Landon","KS","R",1995.2,1995
"Kassebaum, Nancy Jo Landon","KS","R",1995.3,1995
"Kassebaum, Nancy Jo Landon","KS","R",1995.4,1995
"Kassebaum, Nancy Jo Landon","KS","R",1996.1,1996
"Kassebaum, Nancy Jo Landon","KS","R",1996.2,1996
"Kassebaum, Nancy Jo Landon","KS","R",1996.3,1996
"Kassebaum, Nancy Jo Landon","KS","R",1996.4,1996
"Kasten, Robert Walter, Jr.","WI","R",1981.1,1981
"Kasten, Robert Walter, Jr.","WI","R",1981.2,1981
"Kasten, Robert Walter, Jr.","WI","R",1981.3,1981
"Kasten, Robert Walter, Jr.","WI","R",1981.4,1981
"Kasten, Robert Walter, Jr.","WI","R",1982.1,1982
"Kasten, Robert Walter, Jr.","WI","R",1982.2,1982
"Kasten, Robert Walter, Jr.","WI","R",1982.3,1982
"Kasten, Robert Walter, Jr.","WI","R",1982.4,1982
"Kasten, Robert Walter, Jr.","WI","R",1983.1,1983
"Kasten, Robert Walter, Jr.","WI","R",1983.2,1983
"Kasten, Robert Walter, Jr.","WI","R",1983.3,1983
"Kasten, Robert Walter, Jr.","WI","R",1983.4,1983
"Kasten, Robert Walter, Jr.","WI","R",1984.1,1984
"Kasten, Robert Walter, Jr.","WI","R",1984.2,1984
"Kasten, Robert Walter, Jr.","WI","R",1984.3,1984
"Kasten, Robert Walter, Jr.","WI","R",1984.4,1984
"Kasten, Robert Walter, Jr.","WI","R",1985.1,1985
"Kasten, Robert Walter, Jr.","WI","R",1985.2,1985
"Kasten, Robert Walter, Jr.","WI","R",1985.3,1985
"Kasten, Robert Walter, Jr.","WI","R",1985.4,1985
"Kasten, Robert Walter, Jr.","WI","R",1986.1,1986
"Kasten, Robert Walter, Jr.","WI","R",1986.2,1986
"Kasten, Robert Walter, Jr.","WI","R",1986.3,1986
"Kasten, Robert Walter, Jr.","WI","R",1986.4,1986
"Kasten, Robert Walter, Jr.","WI","R",1987.1,1987
"Kasten, Robert Walter, Jr.","WI","R",1987.2,1987
"Kasten, Robert Walter, Jr.","WI","R",1987.3,1987
"Kasten, Robert Walter, Jr.","WI","R",1987.4,1987
"Kasten, Robert Walter, Jr.","WI","R",1988.1,1988
"Kasten, Robert Walter, Jr.","WI","R",1988.2,1988
"Kasten, Robert Walter, Jr.","WI","R",1988.3,1988
"Kasten, Robert Walter, Jr.","WI","R",1988.4,1988
"Kasten, Robert Walter, Jr.","WI","R",1989.1,1989
"Kasten, Robert Walter, Jr.","WI","R",1989.2,1989
"Kasten, Robert Walter, Jr.","WI","R",1989.3,1989
"Kasten, Robert Walter, Jr.","WI","R",1989.4,1989
"Kasten, Robert Walter, Jr.","WI","R",1990.1,1990
"Kasten, Robert Walter, Jr.","WI","R",1990.2,1990
"Kasten, Robert Walter, Jr.","WI","R",1990.3,1990
"Kasten, Robert Walter, Jr.","WI","R",1990.4,1990
"Kasten, Robert Walter, Jr.","WI","R",1991.1,1991
"Kasten, Robert Walter, Jr.","WI","R",1991.2,1991
"Kasten, Robert Walter, Jr.","WI","R",1991.3,1991
"Kasten, Robert Walter, Jr.","WI","R",1991.4,1991
"Kasten, Robert Walter, Jr.","WI","R",1992.1,1992
"Kasten, Robert Walter, Jr.","WI","R",1992.2,1992
"Kasten, Robert Walter, Jr.","WI","R",1992.3,1992
"Kasten, Robert Walter, Jr.","WI","R",1992.4,1992
"Kempthorne, Dirk Arthur","ID","R",1993.1,1993
"Kempthorne, Dirk Arthur","ID","R",1993.2,1993
"Kempthorne, Dirk Arthur","ID","R",1993.3,1993
"Kempthorne, Dirk Arthur","ID","R",1993.4,1993
"Kempthorne, Dirk Arthur","ID","R",1994.1,1994
"Kempthorne, Dirk Arthur","ID","R",1994.2,1994
"Kempthorne, Dirk Arthur","ID","R",1994.3,1994
"Kempthorne, Dirk Arthur","ID","R",1994.4,1994
"Kempthorne, Dirk Arthur","ID","R",1995.1,1995
"Kempthorne, Dirk Arthur","ID","R",1995.2,1995
"Kempthorne, Dirk Arthur","ID","R",1995.3,1995
"Kempthorne, Dirk Arthur","ID","R",1995.4,1995
"Kempthorne, Dirk Arthur","ID","R",1996.1,1996
"Kempthorne, Dirk Arthur","ID","R",1996.2,1996
"Kempthorne, Dirk Arthur","ID","R",1996.3,1996
"Kempthorne, Dirk Arthur","ID","R",1996.4,1996
"Kempthorne, Dirk Arthur","ID","R",1997.1,1997
"Kempthorne, Dirk Arthur","ID","R",1997.2,1997
"Kempthorne, Dirk Arthur","ID","R",1997.3,1997
"Kempthorne, Dirk Arthur","ID","R",1997.4,1997
"Kempthorne, Dirk Arthur","ID","R",1998.1,1998
"Kempthorne, Dirk Arthur","ID","R",1998.2,1998
"Kempthorne, Dirk Arthur","ID","R",1998.3,1998
"Kempthorne, Dirk Arthur","ID","R",1998.4,1998
"Kennedy, Edward Moore","MA","D",1962.4,1962
"Kennedy, Edward Moore","MA","D",1963.1,1963
"Kennedy, Edward Moore","MA","D",1963.2,1963
"Kennedy, Edward Moore","MA","D",1963.3,1963
"Kennedy, Edward Moore","MA","D",1963.4,1963
"Kennedy, Edward Moore","MA","D",1964.1,1964
"Kennedy, Edward Moore","MA","D",1964.2,1964
"Kennedy, Edward Moore","MA","D",1964.3,1964
"Kennedy, Edward Moore","MA","D",1964.4,1964
"Kennedy, Edward Moore","MA","D",1965.1,1965
"Kennedy, Edward Moore","MA","D",1965.2,1965
"Kennedy, Edward Moore","MA","D",1965.3,1965
"Kennedy, Edward Moore","MA","D",1965.4,1965
"Kennedy, Edward Moore","MA","D",1966.1,1966
"Kennedy, Edward Moore","MA","D",1966.2,1966
"Kennedy, Edward Moore","MA","D",1966.3,1966
"Kennedy, Edward Moore","MA","D",1966.4,1966
"Kennedy, Edward Moore","MA","D",1967.1,1967
"Kennedy, Edward Moore","MA","D",1967.2,1967
"Kennedy, Edward Moore","MA","D",1967.3,1967
"Kennedy, Edward Moore","MA","D",1967.4,1967
"Kennedy, Edward Moore","MA","D",1968.1,1968
"Kennedy, Edward Moore","MA","D",1968.2,1968
"Kennedy, Edward Moore","MA","D",1968.3,1968
"Kennedy, Edward Moore","MA","D",1968.4,1968
"Kennedy, Edward Moore","MA","D",1969.1,1969
"Kennedy, Edward Moore","MA","D",1969.2,1969
"Kennedy, Edward Moore","MA","D",1969.3,1969
"Kennedy, Edward Moore","MA","D",1969.4,1969
"Kennedy, Edward Moore","MA","D",1970.1,1970
"Kennedy, Edward Moore","MA","D",1970.2,1970
"Kennedy, Edward Moore","MA","D",1970.3,1970
"Kennedy, Edward Moore","MA","D",1970.4,1970
"Kennedy, Edward Moore","MA","D",1971.1,1971
"Kennedy, Edward Moore","MA","D",1971.2,1971
"Kennedy, Edward Moore","MA","D",1971.3,1971
"Kennedy, Edward Moore","MA","D",1971.4,1971
"Kennedy, Edward Moore","MA","D",1972.1,1972
"Kennedy, Edward Moore","MA","D",1972.2,1972
"Kennedy, Edward Moore","MA","D",1972.3,1972
"Kennedy, Edward Moore","MA","D",1972.4,1972
"Kennedy, Edward Moore","MA","D",1973.1,1973
"Kennedy, Edward Moore","MA","D",1973.2,1973
"Kennedy, Edward Moore","MA","D",1973.3,1973
"Kennedy, Edward Moore","MA","D",1973.4,1973
"Kennedy, Edward Moore","MA","D",1974.1,1974
"Kennedy, Edward Moore","MA","D",1974.2,1974
"Kennedy, Edward Moore","MA","D",1974.3,1974
"Kennedy, Edward Moore","MA","D",1974.4,1974
"Kennedy, Edward Moore","MA","D",1975.1,1975
"Kennedy, Edward Moore","MA","D",1975.2,1975
"Kennedy, Edward Moore","MA","D",1975.3,1975
"Kennedy, Edward Moore","MA","D",1975.4,1975
"Kennedy, Edward Moore","MA","D",1976.1,1976
"Kennedy, Edward Moore","MA","D",1976.2,1976
"Kennedy, Edward Moore","MA","D",1976.3,1976
"Kennedy, Edward Moore","MA","D",1976.4,1976
"Kennedy, Edward Moore","MA","D",1977.1,1977
"Kennedy, Edward Moore","MA","D",1977.2,1977
"Kennedy, Edward Moore","MA","D",1977.3,1977
"Kennedy, Edward Moore","MA","D",1977.4,1977
"Kennedy, Edward Moore","MA","D",1978.1,1978
"Kennedy, Edward Moore","MA","D",1978.2,1978
"Kennedy, Edward Moore","MA","D",1978.3,1978
"Kennedy, Edward Moore","MA","D",1978.4,1978
