"name","state","party","period","year"
"Brooke, Edward William","MA","R",1971.3,1971
"Brooke, Edward William","MA","R",1971.4,1971
"Brooke, Edward William","MA","R",1972.1,1972
"Brooke, Edward William","MA","R",1972.2,1972
"Brooke, Edward William","MA","R",1972.3,1972
"Brooke, Edward William","MA","R",1972.4,1972
"Brooke, Edward William","MA","R",1973.1,1973
"Brooke, Edward William","MA","R",1973.2,1973
"Brooke, Edward William","MA","R",1973.3,1973
"Brooke, Edward William","MA","R",1973.4,1973
"Brooke, Edward William","MA","R",1974.1,1974
"Brooke, Edward William","MA","R",1974.2,1974
"Brooke, Edward William","MA","R",1974.3,1974
"Brooke, Edward William","MA","R",1974.4,1974
"Brooke, Edward William","MA","R",1975.1,1975
"Brooke, Edward William","MA","R",1975.2,1975
"Brooke, Edward William","MA","R",1975.3,1975
"Brooke, Edward William","MA","R",1975.4,1975
"Brooke, Edward William","MA","R",1976.1,1976
"Brooke, Edward William","MA","R",1976.2,1976
"Brooke, Edward William","MA","R",1976.3,1976
"Brooke, Edward William","MA","R",1976.4,1976
"Brooke, Edward William","MA","R",1977.1,1977
"Brooke, Edward William","MA","R",1977.2,1977
"Brooke, Edward William","MA","R",1977.3,1977
"Brooke, Edward William","MA","R",1977.4,1977
"Brooke, Edward William","MA","R",1978.1,1978
"Brooke, Edward William","MA","R",1978.2,1978
"Brooke, Edward William","MA","R",1978.3,1978
"Brooke, Edward William","MA","R",1978.4,1978
"Brown, George Hanks","CO","R",1991.1,1991
"Brown, George Hanks","CO","R",1991.2,1991
"Brown, George Hanks","CO","R",1991.3,1991
"Brown, George Hanks","CO","R",1991.4,1991
"Brown, George Hanks","CO","R",1992.1,1992
"Brown, George Hanks","CO","R",1992.2,1992
"Brown, George Hanks","CO","R",1992.3,1992
"Brown, George Hanks","CO","R",1992.4,1992
"Brown, George Hanks","CO","R",1993.1,1993
"Brown, George Hanks","CO","R",1993.2,1993
"Brown, George Hanks","CO","R",1993.3,1993
"Brown, George Hanks","CO","R",1993.4,1993
"Brown, George Hanks","CO","R",1994.1,1994
"Brown, George Hanks","CO","R",1994.2,1994
"Brown, George Hanks","CO","R",1994.3,1994
"Brown, George Hanks","CO","R",1994.4,1994
"Brown, George Hanks","CO","R",1995.1,1995
"Brown, George Hanks","CO","R",1995.2,1995
"Brown, George Hanks","CO","R",1995.3,1995
"Brown, George Hanks","CO","R",1995.4,1995
"Brown, George Hanks","CO","R",1996.1,1996
"Brown, George Hanks","CO","R",1996.2,1996
"Brown, George Hanks","CO","R",1996.3,1996
"Brown, George Hanks","CO","R",1996.4,1996
"Broyhill, James Thomas","NC","R",1986.3,1986
"Broyhill, James Thomas","NC","R",1986.4,1986
"Bryan, Richard Hudson","NV","D",1989.1,1989
"Bryan, Richard Hudson","NV","D",1989.2,1989
"Bryan, Richard Hudson","NV","D",1989.3,1989
"Bryan, Richard Hudson","NV","D",1989.4,1989
"Bryan, Richard Hudson","NV","D",1990.1,1990
"Bryan, Richard Hudson","NV","D",1990.2,1990
"Bryan, Richard Hudson","NV","D",1990.3,1990
"Bryan, Richard Hudson","NV","D",1990.4,1990
"Bryan, Richard Hudson","NV","D",1991.1,1991
"Bryan, Richard Hudson","NV","D",1991.2,1991
"Bryan, Richard Hudson","NV","D",1991.3,1991
"Bryan, Richard Hudson","NV","D",1991.4,1991
"Bryan, Richard Hudson","NV","D",1992.1,1992
"Bryan, Richard Hudson","NV","D",1992.2,1992
"Bryan, Richard Hudson","NV","D",1992.3,1992
"Bryan, Richard Hudson","NV","D",1992.4,1992
"Bryan, Richard Hudson","NV","D",1993.1,1993
"Bryan, Richard Hudson","NV","D",1993.2,1993
"Bryan, Richard Hudson","NV","D",1993.3,1993
"Bryan, Richard Hudson","NV","D",1993.4,1993
"Bryan, Richard Hudson","NV","D",1994.1,1994
"Bryan, Richard Hudson","NV","D",1994.2,1994
"Bryan, Richard Hudson","NV","D",1994.3,1994
"Bryan, Richard Hudson","NV","D",1994.4,1994
"Bryan, Richard Hudson","NV","D",1995.1,1995
"Bryan, Richard Hudson","NV","D",1995.2,1995
"Bryan, Richard Hudson","NV","D",1995.3,1995
"Bryan, Richard Hudson","NV","D",1995.4,1995
"Bryan, Richard Hudson","NV","D",1996.1,1996
"Bryan, Richard Hudson","NV","D",1996.2,1996
"Bryan, Richard Hudson","NV","D",1996.3,1996
"Bryan, Richard Hudson","NV","D",1996.4,1996
"Bryan, Richard Hudson","NV","D",1997.1,1997
"Bryan, Richard Hudson","NV","D",1997.2,1997
"Bryan, Richard Hudson","NV","D",1997.3,1997
"Bryan, Richard Hudson","NV","D",1997.4,1997
"Bryan, Richard Hudson","NV","D",1998.1,1998
"Bryan, Richard Hudson","NV","D",1998.2,1998
"Bryan, Richard Hudson","NV","D",1998.3,1998
"Bryan, Richard Hudson","NV","D",1998.4,1998
"Bryan, Richard Hudson","NV","D",1999.1,1999
"Bryan, Richard Hudson","NV","D",1999.2,1999
"Bryan, Richard Hudson","NV","D",1999.3,1999
"Bryan, Richard Hudson","NV","D",1999.4,1999
"Bryan, Richard Hudson","NV","D",2000.1,2000
"Bryan, Richard Hudson","NV","D",2000.2,2000
"Bryan, Richard Hudson","NV","D",2000.3,2000
"Bryan, Richard Hudson","NV","D",2000.4,2000
"Buckley, James Lane","NY","C (R)",1971.1,1971
"Buckley, James Lane","NY","C (R)",1971.2,1971
"Buckley, James Lane","NY","C (R)",1971.3,1971
"Buckley, James Lane","NY","C (R)",1971.4,1971
"Buckley, James Lane","NY","C (R)",1972.1,1972
"Buckley, James Lane","NY","C (R)",1972.2,1972
"Buckley, James Lane","NY","C (R)",1972.3,1972
"Buckley, James Lane","NY","C (R)",1972.4,1972
"Buckley, James Lane","NY","C (R)",1973.1,1973
"Buckley, James Lane","NY","C (R)",1973.2,1973
"Buckley, James Lane","NY","C (R)",1973.3,1973
"Buckley, James Lane","NY","C (R)",1973.4,1973
"Buckley, James Lane","NY","C (R)",1974.1,1974
"Buckley, James Lane","NY","C (R)",1974.2,1974
"Buckley, James Lane","NY","C (R)",1974.3,1974
"Buckley, James Lane","NY","C (R)",1974.4,1974
"Buckley, James Lane","NY","C (R)",1975.1,1975
"Buckley, James Lane","NY","C (R)",1975.2,1975
"Buckley, James Lane","NY","C (R)",1975.3,1975
"Buckley, James Lane","NY","C (R)",1975.4,1975
"Buckley, James Lane","NY","C (R)",1976.1,1976
"Buckley, James Lane","NY","C (R)",1976.2,1976
"Buckley, James Lane","NY","C (R)",1976.3,1976
"Buckley, James Lane","NY","C (R)",1976.4,1976
"Bumpers, Dale Leon","AR","D",1975.1,1975
"Bumpers, Dale Leon","AR","D",1975.2,1975
"Bumpers, Dale Leon","AR","D",1975.3,1975
"Bumpers, Dale Leon","AR","D",1975.4,1975
"Bumpers, Dale Leon","AR","D",1976.1,1976
"Bumpers, Dale Leon","AR","D",1976.2,1976
"Bumpers, Dale Leon","AR","D",1976.3,1976
"Bumpers, Dale Leon","AR","D",1976.4,1976
"Bumpers, Dale Leon","AR","D",1977.1,1977
"Bumpers, Dale Leon","AR","D",1977.2,1977
"Bumpers, Dale Leon","AR","D",1977.3,1977
"Bumpers, Dale Leon","AR","D",1977.4,1977
"Bumpers, Dale Leon","AR","D",1978.1,1978
"Bumpers, Dale Leon","AR","D",1978.2,1978
"Bumpers, Dale Leon","AR","D",1978.3,1978
"Bumpers, Dale Leon","AR","D",1978.4,1978
"Bumpers, Dale Leon","AR","D",1979.1,1979
"Bumpers, Dale Leon","AR","D",1979.2,1979
"Bumpers, Dale Leon","AR","D",1979.3,1979
"Bumpers, Dale Leon","AR","D",1979.4,1979
"Bumpers, Dale Leon","AR","D",1980.1,1980
"Bumpers, Dale Leon","AR","D",1980.2,1980
"Bumpers, Dale Leon","AR","D",1980.3,1980
"Bumpers, Dale Leon","AR","D",1980.4,1980
"Bumpers, Dale Leon","AR","D",1981.1,1981
"Bumpers, Dale Leon","AR","D",1981.2,1981
"Bumpers, Dale Leon","AR","D",1981.3,1981
"Bumpers, Dale Leon","AR","D",1981.4,1981
"Bumpers, Dale Leon","AR","D",1982.1,1982
"Bumpers, Dale Leon","AR","D",1982.2,1982
"Bumpers, Dale Leon","AR","D",1982.3,1982
"Bumpers, Dale Leon","AR","D",1982.4,1982
"Bumpers, Dale Leon","AR","D",1983.1,1983
"Bumpers, Dale Leon","AR","D",1983.2,1983
"Bumpers, Dale Leon","AR","D",1983.3,1983
"Bumpers, Dale Leon","AR","D",1983.4,1983
"Bumpers, Dale Leon","AR","D",1984.1,1984
"Bumpers, Dale Leon","AR","D",1984.2,1984
"Bumpers, Dale Leon","AR","D",1984.3,1984
"Bumpers, Dale Leon","AR","D",1984.4,1984
"Bumpers, Dale Leon","AR","D",1985.1,1985
"Bumpers, Dale Leon","AR","D",1985.2,1985
"Bumpers, Dale Leon","AR","D",1985.3,1985
"Bumpers, Dale Leon","AR","D",1985.4,1985
"Bumpers, Dale Leon","AR","D",1986.1,1986
"Bumpers, Dale Leon","AR","D",1986.2,1986
"Bumpers, Dale Leon","AR","D",1986.3,1986
"Bumpers, Dale Leon","AR","D",1986.4,1986
"Bumpers, Dale Leon","AR","D",1987.1,1987
"Bumpers, Dale Leon","AR","D",1987.2,1987
"Bumpers, Dale Leon","AR","D",1987.3,1987
"Bumpers, Dale Leon","AR","D",1987.4,1987
"Bumpers, Dale Leon","AR","D",1988.1,1988
"Bumpers, Dale Leon","AR","D",1988.2,1988
"Bumpers, Dale Leon","AR","D",1988.3,1988
"Bumpers, Dale Leon","AR","D",1988.4,1988
"Bumpers, Dale Leon","AR","D",1989.1,1989
"Bumpers, Dale Leon","AR","D",1989.2,1989
"Bumpers, Dale Leon","AR","D",1989.3,1989
"Bumpers, Dale Leon","AR","D",1989.4,1989
"Bumpers, Dale Leon","AR","D",1990.1,1990
"Bumpers, Dale Leon","AR","D",1990.2,1990
"Bumpers, Dale Leon","AR","D",1990.3,1990
"Bumpers, Dale Leon","AR","D",1990.4,1990
"Bumpers, Dale Leon","AR","D",1991.1,1991
"Bumpers, Dale Leon","AR","D",1991.2,1991
"Bumpers, Dale Leon","AR","D",1991.3,1991
"Bumpers, Dale Leon","AR","D",1991.4,1991
"Bumpers, Dale Leon","AR","D",1992.1,1992
"Bumpers, Dale Leon","AR","D",1992.2,1992
"Bumpers, Dale Leon","AR","D",1992.3,1992
"Bumpers, Dale Leon","AR","D",1992.4,1992
"Bumpers, Dale Leon","AR","D",1993.1,1993
"Bumpers, Dale Leon","AR","D",1993.2,1993
"Bumpers, Dale Leon","AR","D",1993.3,1993
"Bumpers, Dale Leon","AR","D",1993.4,1993
"Bumpers, Dale Leon","AR","D",1994.1,1994
"Bumpers, Dale Leon","AR","D",1994.2,1994
"Bumpers, Dale Leon","AR","D",1994.3,1994
"Bumpers, Dale Leon","AR","D",1994.4,1994
"Bumpers, Dale Leon","AR","D",1995.1,1995
"Bumpers, Dale Leon","AR","D",1995.2,1995
"Bumpers, Dale Leon","AR","D",1995.3,1995
"Bumpers, Dale Leon","AR","D",1995.4,1995
"Bumpers, Dale Leon","AR","D",1996.1,1996
"Bumpers, Dale Leon","AR","D",1996.2,1996
"Bumpers, Dale Leon","AR","D",1996.3,1996
"Bumpers, Dale Leon","AR","D",1996.4,1996
"Bumpers, Dale Leon","AR","D",1997.1,1997
"Bumpers, Dale Leon","AR","D",1997.2,1997
"Bumpers, Dale Leon","AR","D",1997.3,1997
"Bumpers, Dale Leon","AR","D",1997.4,1997
"Bumpers, Dale Leon","AR","D",1998.1,1998
"Bumpers, Dale Leon","AR","D",1998.2,1998
"Bumpers, Dale Leon","AR","D",1998.3,1998
"Bumpers, Dale Leon","AR","D",1998.4,1998
"Burdick, Jocelyn Birch","ND","D",1992.3,1992
"Burdick, Jocelyn Birch","ND","D",1992.4,1992
"Burdick, Quentin Northrop","ND","D",1960.3,1960
"Burdick, Quentin Northrop","ND","D",1960.4,1960
"Burdick, Quentin Northrop","ND","D",1961.1,1961
"Burdick, Quentin Northrop","ND","D",1961.2,1961
"Burdick, Quentin Northrop","ND","D",1961.3,1961
"Burdick, Quentin Northrop","ND","D",1961.4,1961
"Burdick, Quentin Northrop","ND","D",1962.1,1962
"Burdick, Quentin Northrop","ND","D",1962.2,1962
"Burdick, Quentin Northrop","ND","D",1962.3,1962
"Burdick, Quentin Northrop","ND","D",1962.4,1962
"Burdick, Quentin Northrop","ND","D",1963.1,1963
"Burdick, Quentin Northrop","ND","D",1963.2,1963
"Burdick, Quentin Northrop","ND","D",1963.3,1963
"Burdick, Quentin Northrop","ND","D",1963.4,1963
"Burdick, Quentin Northrop","ND","D",1964.1,1964
"Burdick, Quentin Northrop","ND","D",1964.2,1964
"Burdick, Quentin Northrop","ND","D",1964.3,1964
"Burdick, Quentin Northrop","ND","D",1964.4,1964
"Burdick, Quentin Northrop","ND","D",1965.1,1965
"Burdick, Quentin Northrop","ND","D",1965.2,1965
"Burdick, Quentin Northrop","ND","D",1965.3,1965
"Burdick, Quentin Northrop","ND","D",1965.4,1965
"Burdick, Quentin Northrop","ND","D",1966.1,1966
"Burdick, Quentin Northrop","ND","D",1966.2,1966
"Burdick, Quentin Northrop","ND","D",1966.3,1966
"Burdick, Quentin Northrop","ND","D",1966.4,1966
"Burdick, Quentin Northrop","ND","D",1967.1,1967
"Burdick, Quentin Northrop","ND","D",1967.2,1967
"Burdick, Quentin Northrop","ND","D",1967.3,1967
"Burdick, Quentin Northrop","ND","D",1967.4,1967
"Burdick, Quentin Northrop","ND","D",1968.1,1968
"Burdick, Quentin Northrop","ND","D",1968.2,1968
"Burdick, Quentin Northrop","ND","D",1968.3,1968
"Burdick, Quentin Northrop","ND","D",1968.4,1968
"Burdick, Quentin Northrop","ND","D",1969.1,1969
"Burdick, Quentin Northrop","ND","D",1969.2,1969
"Burdick, Quentin Northrop","ND","D",1969.3,1969
"Burdick, Quentin Northrop","ND","D",1969.4,1969
"Burdick, Quentin Northrop","ND","D",1970.1,1970
"Burdick, Quentin Northrop","ND","D",1970.2,1970
"Burdick, Quentin Northrop","ND","D",1970.3,1970
"Burdick, Quentin Northrop","ND","D",1970.4,1970
"Burdick, Quentin Northrop","ND","D",1971.1,1971
"Burdick, Quentin Northrop","ND","D",1971.2,1971
"Burdick, Quentin Northrop","ND","D",1971.3,1971
"Burdick, Quentin Northrop","ND","D",1971.4,1971
"Burdick, Quentin Northrop","ND","D",1972.1,1972
"Burdick, Quentin Northrop","ND","D",1972.2,1972
"Burdick, Quentin Northrop","ND","D",1972.3,1972
"Burdick, Quentin Northrop","ND","D",1972.4,1972
"Burdick, Quentin Northrop","ND","D",1973.1,1973
"Burdick, Quentin Northrop","ND","D",1973.2,1973
"Burdick, Quentin Northrop","ND","D",1973.3,1973
"Burdick, Quentin Northrop","ND","D",1973.4,1973
"Burdick, Quentin Northrop","ND","D",1974.1,1974
"Burdick, Quentin Northrop","ND","D",1974.2,1974
"Burdick, Quentin Northrop","ND","D",1974.3,1974
"Burdick, Quentin Northrop","ND","D",1974.4,1974
"Burdick, Quentin Northrop","ND","D",1975.1,1975
"Burdick, Quentin Northrop","ND","D",1975.2,1975
"Burdick, Quentin Northrop","ND","D",1975.3,1975
"Burdick, Quentin Northrop","ND","D",1975.4,1975
"Burdick, Quentin Northrop","ND","D",1976.1,1976
"Burdick, Quentin Northrop","ND","D",1976.2,1976
"Burdick, Quentin Northrop","ND","D",1976.3,1976
"Burdick, Quentin Northrop","ND","D",1976.4,1976
"Burdick, Quentin Northrop","ND","D",1977.1,1977
"Burdick, Quentin Northrop","ND","D",1977.2,1977
"Burdick, Quentin Northrop","ND","D",1977.3,1977
"Burdick, Quentin Northrop","ND","D",1977.4,1977
"Burdick, Quentin Northrop","ND","D",1978.1,1978
"Burdick, Quentin Northrop","ND","D",1978.2,1978
"Burdick, Quentin Northrop","ND","D",1978.3,1978
"Burdick, Quentin Northrop","ND","D",1978.4,1978
"Burdick, Quentin Northrop","ND","D",1979.1,1979
"Burdick, Quentin Northrop","ND","D",1979.2,1979
"Burdick, Quentin Northrop","ND","D",1979.3,1979
"Burdick, Quentin Northrop","ND","D",1979.4,1979
"Burdick, Quentin Northrop","ND","D",1980.1,1980
"Burdick, Quentin Northrop","ND","D",1980.2,1980
"Burdick, Quentin Northrop","ND","D",1980.3,1980
"Burdick, Quentin Northrop","ND","D",1980.4,1980
"Burdick, Quentin Northrop","ND","D",1981.1,1981
"Burdick, Quentin Northrop","ND","D",1981.2,1981
"Burdick, Quentin Northrop","ND","D",1981.3,1981
"Burdick, Quentin Northrop","ND","D",1981.4,1981
"Burdick, Quentin Northrop","ND","D",1982.1,1982
"Burdick, Quentin Northrop","ND","D",1982.2,1982
"Burdick, Quentin Northrop","ND","D",1982.3,1982
"Burdick, Quentin Northrop","ND","D",1982.4,1982
"Burdick, Quentin Northrop","ND","D",1983.1,1983
"Burdick, Quentin Northrop","ND","D",1983.2,1983
"Burdick, Quentin Northrop","ND","D",1983.3,1983
"Burdick, Quentin Northrop","ND","D",1983.4,1983
"Burdick, Quentin Northrop","ND","D",1984.1,1984
"Burdick, Quentin Northrop","ND","D",1984.2,1984
"Burdick, Quentin Northrop","ND","D",1984.3,1984
"Burdick, Quentin Northrop","ND","D",1984.4,1984
"Burdick, Quentin Northrop","ND","D",1985.1,1985
"Burdick, Quentin Northrop","ND","D",1985.2,1985
"Burdick, Quentin Northrop","ND","D",1985.3,1985
"Burdick, Quentin Northrop","ND","D",1985.4,1985
"Burdick, Quentin Northrop","ND","D",1986.1,1986
"Burdick, Quentin Northrop","ND","D",1986.2,1986
"Burdick, Quentin Northrop","ND","D",1986.3,1986
"Burdick, Quentin Northrop","ND","D",1986.4,1986
"Burdick, Quentin Northrop","ND","D",1987.1,1987
"Burdick, Quentin Northrop","ND","D",1987.2,1987
"Burdick, Quentin Northrop","ND","D",1987.3,1987
"Burdick, Quentin Northrop","ND","D",1987.4,1987
"Burdick, Quentin Northrop","ND","D",1988.1,1988
"Burdick, Quentin Northrop","ND","D",1988.2,1988
"Burdick, Quentin Northrop","ND","D",1988.3,1988
"Burdick, Quentin Northrop","ND","D",1988.4,1988
"Burdick, Quentin Northrop","ND","D",1989.1,1989
"Burdick, Quentin Northrop","ND","D",1989.2,1989
"Burdick, Quentin Northrop","ND","D",1989.3,1989
"Burdick, Quentin Northrop","ND","D",1989.4,1989
"Burdick, Quentin Northrop","ND","D",1990.1,1990
"Burdick, Quentin Northrop","ND","D",1990.2,1990
"Burdick, Quentin Northrop","ND","D",1990.3,1990
"Burdick, Quentin Northrop","ND","D",1990.4,1990
"Burdick, Quentin Northrop","ND","D",1991.1,1991
"Burdick, Quentin Northrop","ND","D",1991.2,1991
"Burdick, Quentin Northrop","ND","D",1991.3,1991
"Burdick, Quentin Northrop","ND","D",1991.4,1991
"Burdick, Quentin Northrop","ND","D",1992.1,1992
"Burdick, Quentin Northrop","ND","D",1992.2,1992
"Burdick, Quentin Northrop","ND","D",1992.3,1992
"Burns, Conrad Ray","MT","R",1989.1,1989
"Burns, Conrad Ray","MT","R",1989.2,1989
"Burns, Conrad Ray","MT","R",1989.3,1989
"Burns, Conrad Ray","MT","R",1989.4,1989
"Burns, Conrad Ray","MT","R",1990.1,1990
"Burns, Conrad Ray","MT","R",1990.2,1990
"Burns, Conrad Ray","MT","R",1990.3,1990
"Burns, Conrad Ray","MT","R",1990.4,1990
"Burns, Conrad Ray","MT","R",1991.1,1991
"Burns, Conrad Ray","MT","R",1991.2,1991
"Burns, Conrad Ray","MT","R",1991.3,1991
"Burns, Conrad Ray","MT","R",1991.4,1991
"Burns, Conrad Ray","MT","R",1992.1,1992
"Burns, Conrad Ray","MT","R",1992.2,1992
"Burns, Conrad Ray","MT","R",1992.3,1992
"Burns, Conrad Ray","MT","R",1992.4,1992
"Burns, Conrad Ray","MT","R",1993.1,1993
"Burns, Conrad Ray","MT","R",1993.2,1993
"Burns, Conrad Ray","MT","R",1993.3,1993
"Burns, Conrad Ray","MT","R",1993.4,1993
"Burns, Conrad Ray","MT","R",1994.1,1994
"Burns, Conrad Ray","MT","R",1994.2,1994
"Burns, Conrad Ray","MT","R",1994.3,1994
"Burns, Conrad Ray","MT","R",1994.4,1994
"Burns, Conrad Ray","MT","R",1995.1,1995
"Burns, Conrad Ray","MT","R",1995.2,1995
"Burns, Conrad Ray","MT","R",1995.3,1995
"Burns, Conrad Ray","MT","R",1995.4,1995
"Burns, Conrad Ray","MT","R",1996.1,1996
"Burns, Conrad Ray","MT","R",1996.2,1996
"Burns, Conrad Ray","MT","R",1996.3,1996
"Burns, Conrad Ray","MT","R",1996.4,1996
"Burns, Conrad Ray","MT","R",1997.1,1997
"Burns, Conrad Ray","MT","R",1997.2,1997
"Burns, Conrad Ray","MT","R",1997.3,1997
"Burns, Conrad Ray","MT","R",1997.4,1997
"Burns, Conrad Ray","MT","R",1998.1,1998
"Burns, Conrad Ray","MT","R",1998.2,1998
"Burns, Conrad Ray","MT","R",1998.3,1998
"Burns, Conrad Ray","MT","R",1998.4,1998
"Burns, Conrad Ray","MT","R",1999.1,1999
"Burns, Conrad Ray","MT","R",1999.2,1999
"Burns, Conrad Ray","MT","R",1999.3,1999
"Burns, Conrad Ray","MT","R",1999.4,1999
"Burns, Conrad Ray","MT","R",2000.1,2000
"Burns, Conrad Ray","MT","R",2000.2,2000
"Burns, Conrad Ray","MT","R",2000.3,2000
"Burns, Conrad Ray","MT","R",2000.4,2000
"Burns, Conrad Ray","MT","R",2001.1,2001
"Burns, Conrad Ray","MT","R",2001.2,2001
"Burns, Conrad Ray","MT","R",2001.3,2001
"Burns, Conrad Ray","MT","R",2001.4,2001
"Burns, Conrad Ray","MT","R",2002.1,2002
"Burns, Conrad Ray","MT","R",2002.2,2002
"Burns, Conrad Ray","MT","R",2002.3,2002
"Burns, Conrad Ray","MT","R",2002.4,2002
"Burns, Conrad Ray","MT","R",2003.1,2003
"Burns, Conrad Ray","MT","R",2003.2,2003
"Burns, Conrad Ray","MT","R",2003.3,2003
"Burns, Conrad Ray","MT","R",2003.4,2003
"Burns, Conrad Ray","MT","R",2004.1,2004
"Burns, Conrad Ray","MT","R",2004.2,2004
"Burns, Conrad Ray","MT","R",2004.3,2004
"Burns, Conrad Ray","MT","R",2004.4,2004
"Burns, Conrad Ray","MT","R",2005.1,2005
"Burns, Conrad Ray","MT","R",2005.2,2005
"Burns, Conrad Ray","MT","R",2005.3,2005
"Burns, Conrad Ray","MT","R",2005.4,2005
"Burns, Conrad Ray","MT","R",2006.1,2006
"Burns, Conrad Ray","MT","R",2006.2,2006
"Burns, Conrad Ray","MT","R",2006.3,2006
"Burns, Conrad Ray","MT","R",2006.4,2006
"Byrd, Harry Flood, Jr.","VA","D-I",1965.4,1965
"Byrd, Harry Flood, Jr.","VA","D-I",1966.1,1966
"Byrd, Harry Flood, Jr.","VA","D-I",1966.2,1966
"Byrd, Harry Flood, Jr.","VA","D-I",1966.3,1966
"Byrd, Harry Flood, Jr.","VA","D-I",1966.4,1966
"Byrd, Harry Flood, Jr.","VA","D-I",1967.1,1967
"Byrd, Harry Flood, Jr.","VA","D-I",1967.2,1967
"Byrd, Harry Flood, Jr.","VA","D-I",1967.3,1967
"Byrd, Harry Flood, Jr.","VA","D-I",1967.4,1967
"Byrd, Harry Flood, Jr.","VA","D-I",1968.1,1968
"Byrd, Harry Flood, Jr.","VA","D-I",1968.2,1968
"Byrd, Harry Flood, Jr.","VA","D-I",1968.3,1968
"Byrd, Harry Flood, Jr.","VA","D-I",1968.4,1968
"Byrd, Harry Flood, Jr.","VA","D-I",1969.1,1969
"Byrd, Harry Flood, Jr.","VA","D-I",1969.2,1969
"Byrd, Harry Flood, Jr.","VA","D-I",1969.3,1969
"Byrd, Harry Flood, Jr.","VA","D-I",1969.4,1969
"Byrd, Harry Flood, Jr.","VA","D-I",1970.1,1970
"Byrd, Harry Flood, Jr.","VA","D-I",1970.2,1970
"Byrd, Harry Flood, Jr.","VA","D-I",1970.3,1970
"Byrd, Harry Flood, Jr.","VA","D-I",1970.4,1970
"Byrd, Harry Flood, Jr.","VA","D-I",1971.1,1971
"Byrd, Harry Flood, Jr.","VA","D-I",1971.2,1971
"Byrd, Harry Flood, Jr.","VA","D-I",1971.3,1971
"Byrd, Harry Flood, Jr.","VA","D-I",1971.4,1971
"Byrd, Harry Flood, Jr.","VA","D-I",1972.1,1972
"Byrd, Harry Flood, Jr.","VA","D-I",1972.2,1972
"Byrd, Harry Flood, Jr.","VA","D-I",1972.3,1972
"Byrd, Harry Flood, Jr.","VA","D-I",1972.4,1972
"Byrd, Harry Flood, Jr.","VA","D-I",1973.1,1973
"Byrd, Harry Flood, Jr.","VA","D-I",1973.2,1973
"Byrd, Harry Flood, Jr.","VA","D-I",1973.3,1973
"Byrd, Harry Flood, Jr.","VA","D-I",1973.4,1973
"Byrd, Harry Flood, Jr.","VA","D-I",1974.1,1974
"Byrd, Harry Flood, Jr.","VA","D-I",1974.2,1974
"Byrd, Harry Flood, Jr.","VA","D-I",1974.3,1974
"Byrd, Harry Flood, Jr.","VA","D-I",1974.4,1974
"Byrd, Harry Flood, Jr.","VA","D-I",1975.1,1975
"Byrd, Harry Flood, Jr.","VA","D-I",1975.2,1975
"Byrd, Harry Flood, Jr.","VA","D-I",1975.3,1975
"Byrd, Harry Flood, Jr.","VA","D-I",1975.4,1975
"Byrd, Harry Flood, Jr.","VA","D-I",1976.1,1976
"Byrd, Harry Flood, Jr.","VA","D-I",1976.2,1976
"Byrd, Harry Flood, Jr.","VA","D-I",1976.3,1976
"Byrd, Harry Flood, Jr.","VA","D-I",1976.4,1976
"Byrd, Harry Flood, Jr.","VA","D-I",1977.1,1977
"Byrd, Harry Flood, Jr.","VA","D-I",1977.2,1977
"Byrd, Harry Flood, Jr.","VA","D-I",1977.3,1977
"Byrd, Harry Flood, Jr.","VA","D-I",1977.4,1977
"Byrd, Harry Flood, Jr.","VA","D-I",1978.1,1978
"Byrd, Harry Flood, Jr.","VA","D-I",1978.2,1978
"Byrd, Harry Flood, Jr.","VA","D-I",1978.3,1978
"Byrd, Harry Flood, Jr.","VA","D-I",1978.4,1978
"Byrd, Harry Flood, Jr.","VA","D-I",1979.1,1979
"Byrd, Harry Flood, Jr.","VA","D-I",1979.2,1979
"Byrd, Harry Flood, Jr.","VA","D-I",1979.3,1979
"Byrd, Harry Flood, Jr.","VA","D-I",1979.4,1979
"Byrd, Harry Flood, Jr.","VA","D-I",1980.1,1980
"Byrd, Harry Flood, Jr.","VA","D-I",1980.2,1980
"Byrd, Harry Flood, Jr.","VA","D-I",1980.3,1980
"Byrd, Harry Flood, Jr.","VA","D-I",1980.4,1980
"Byrd, Harry Flood, Jr.","VA","D-I",1981.1,1981
"Byrd, Harry Flood, Jr.","VA","D-I",1981.2,1981
"Byrd, Harry Flood, Jr.","VA","D-I",1981.3,1981
"Byrd, Harry Flood, Jr.","VA","D-I",1981.4,1981
"Byrd, Harry Flood, Jr.","VA","D-I",1982.1,1982
"Byrd, Harry Flood, Jr.","VA","D-I",1982.2,1982
"Byrd, Harry Flood, Jr.","VA","D-I",1982.3,1982
"Byrd, Harry Flood, Jr.","VA","D-I",1982.4,1982
"Campbell, Benjamin M.","CO","D-R",1993.1,1993
"Campbell, Benjamin M.","CO","D-R",1993.2,1993
"Campbell, Benjamin M.","CO","D-R",1993.3,1993
"Campbell, Benjamin M.","CO","D-R",1993.4,1993
"Campbell, Benjamin M.","CO","D-R",1994.1,1994
"Campbell, Benjamin M.","CO","D-R",1994.2,1994
"Campbell, Benjamin M.","CO","D-R",1994.3,1994
"Campbell, Benjamin M.","CO","D-R",1994.4,1994
"Campbell, Benjamin M.","CO","D-R",1995.1,1995
